sentence,key_point,stance,label
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,-1
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Embrace growth and innovation!,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,homeless population grows and spreads out.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,"privatize utilities, energy, water, etc.",-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Code issues are hurting the city.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,MAKE TAXES MORE AFFORDABLE.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,WATER CONSERVATION IS A PRIORITY.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,QUALITY OF LIFE FOR RETIREES,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Police are overusing and abusing authority,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,CRIME IS ON THE INCREASE.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,ADA COMPLIANCE IS LACKING,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,You can't make affordable housing by subsidy.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Better training of utility employees!!,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,"Effective, affordable ride-share networks are critical.",-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,More affordable apartments for senior independent living,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,Gentrification is out of control.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,We need cleaner streets/roads,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,PROVIDE MORE GREEN SPACE,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,The city is becoming extremely unaffordable.,-1,0
I AM SAD THAT THE GREAT MUSIC VENUES ARE BEING RUN OUT OF DOWNTOWN.,This city needs more motor vehicle traffic lanes!!,-1,0
Better management of police department.,Traffic congestion needs major improvement,-1,0
Better management of police department.,Austin needs better public transportation,-1,0
Better management of police department.,Austin needs more affordable housing,-1,0
Better management of police department.,security is top priority,-1,-1
Better management of police department.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Better management of police department.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Better management of police department.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Better management of police department.,We need to manage growth better.,-1,0
Better management of police department.,Real estate taxes are too high,-1,0
Better management of police department.,Please provide safety for cyclists.,-1,0
Better management of police department.,Utilities are too high.,-1,0
Better management of police department.,ROAD QUALITY IS POOR,-1,0
Better management of police department.,We need infrastructure to support rapid growth,-1,0
Better management of police department.,Affordable housing for low income /working families,-1,0
Better management of police department.,Growth needs to pay for itself.,-1,0
Better management of police department.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Better management of police department.,The police are too reactive and authoritarian.,-1,0
Better management of police department.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Better management of police department.,Embrace growth and innovation!,-1,0
Better management of police department.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Better management of police department.,homeless population grows and spreads out.,-1,0
Better management of police department.,"privatize utilities, energy, water, etc.",-1,0
Better management of police department.,Code issues are hurting the city.,-1,0
Better management of police department.,MAKE TAXES MORE AFFORDABLE.,-1,0
Better management of police department.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Better management of police department.,WATER CONSERVATION IS A PRIORITY.,-1,0
Better management of police department.,QUALITY OF LIFE FOR RETIREES,-1,0
Better management of police department.,Police are overusing and abusing authority,-1,0
Better management of police department.,CRIME IS ON THE INCREASE.,-1,0
Better management of police department.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Better management of police department.,ADA COMPLIANCE IS LACKING,-1,0
Better management of police department.,You can't make affordable housing by subsidy.,-1,0
Better management of police department.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Better management of police department.,Better training of utility employees!!,-1,0
Better management of police department.,"Effective, affordable ride-share networks are critical.",-1,0
Better management of police department.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Better management of police department.,More affordable apartments for senior independent living,-1,0
Better management of police department.,Gentrification is out of control.,-1,0
Better management of police department.,We need cleaner streets/roads,-1,0
Better management of police department.,PROVIDE MORE GREEN SPACE,-1,0
Better management of police department.,The city is becoming extremely unaffordable.,-1,0
Better management of police department.,This city needs more motor vehicle traffic lanes!!,-1,0
"you must address the need for improved public transportation, affordable housing",Traffic congestion needs major improvement,-1,0
"you must address the need for improved public transportation, affordable housing",Austin needs better public transportation,-1,1
"you must address the need for improved public transportation, affordable housing",Austin needs more affordable housing,-1,1
"you must address the need for improved public transportation, affordable housing",security is top priority,-1,0
"you must address the need for improved public transportation, affordable housing",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"you must address the need for improved public transportation, affordable housing",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"you must address the need for improved public transportation, affordable housing",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"you must address the need for improved public transportation, affordable housing",We need to manage growth better.,-1,0
"you must address the need for improved public transportation, affordable housing",Real estate taxes are too high,-1,0
"you must address the need for improved public transportation, affordable housing",Please provide safety for cyclists.,-1,0
"you must address the need for improved public transportation, affordable housing",Utilities are too high.,-1,0
"you must address the need for improved public transportation, affordable housing",ROAD QUALITY IS POOR,-1,0
"you must address the need for improved public transportation, affordable housing",We need infrastructure to support rapid growth,-1,0
"you must address the need for improved public transportation, affordable housing",Affordable housing for low income /working families,-1,0
"you must address the need for improved public transportation, affordable housing",Growth needs to pay for itself.,-1,0
"you must address the need for improved public transportation, affordable housing",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"you must address the need for improved public transportation, affordable housing",The police are too reactive and authoritarian.,-1,0
"you must address the need for improved public transportation, affordable housing",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"you must address the need for improved public transportation, affordable housing",Embrace growth and innovation!,-1,0
"you must address the need for improved public transportation, affordable housing",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"you must address the need for improved public transportation, affordable housing",homeless population grows and spreads out.,-1,0
"you must address the need for improved public transportation, affordable housing","privatize utilities, energy, water, etc.",-1,0
"you must address the need for improved public transportation, affordable housing",Code issues are hurting the city.,-1,0
"you must address the need for improved public transportation, affordable housing",MAKE TAXES MORE AFFORDABLE.,-1,0
"you must address the need for improved public transportation, affordable housing",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"you must address the need for improved public transportation, affordable housing",WATER CONSERVATION IS A PRIORITY.,-1,0
"you must address the need for improved public transportation, affordable housing",QUALITY OF LIFE FOR RETIREES,-1,0
"you must address the need for improved public transportation, affordable housing",Police are overusing and abusing authority,-1,0
"you must address the need for improved public transportation, affordable housing",CRIME IS ON THE INCREASE.,-1,0
"you must address the need for improved public transportation, affordable housing",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"you must address the need for improved public transportation, affordable housing",ADA COMPLIANCE IS LACKING,-1,0
"you must address the need for improved public transportation, affordable housing",You can't make affordable housing by subsidy.,-1,0
"you must address the need for improved public transportation, affordable housing",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"you must address the need for improved public transportation, affordable housing",Better training of utility employees!!,-1,0
"you must address the need for improved public transportation, affordable housing","Effective, affordable ride-share networks are critical.",-1,0
"you must address the need for improved public transportation, affordable housing",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"you must address the need for improved public transportation, affordable housing",More affordable apartments for senior independent living,-1,0
"you must address the need for improved public transportation, affordable housing",Gentrification is out of control.,-1,0
"you must address the need for improved public transportation, affordable housing",We need cleaner streets/roads,-1,0
"you must address the need for improved public transportation, affordable housing",PROVIDE MORE GREEN SPACE,-1,0
"you must address the need for improved public transportation, affordable housing",The city is becoming extremely unaffordable.,-1,0
"you must address the need for improved public transportation, affordable housing",This city needs more motor vehicle traffic lanes!!,-1,0
Homeowners taxes are a problem.,Traffic congestion needs major improvement,-1,0
Homeowners taxes are a problem.,Austin needs better public transportation,-1,0
Homeowners taxes are a problem.,Austin needs more affordable housing,-1,0
Homeowners taxes are a problem.,security is top priority,-1,0
Homeowners taxes are a problem.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Homeowners taxes are a problem.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Homeowners taxes are a problem.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Homeowners taxes are a problem.,We need to manage growth better.,-1,0
Homeowners taxes are a problem.,Real estate taxes are too high,-1,1
Homeowners taxes are a problem.,Please provide safety for cyclists.,-1,0
Homeowners taxes are a problem.,Utilities are too high.,-1,0
Homeowners taxes are a problem.,ROAD QUALITY IS POOR,-1,0
Homeowners taxes are a problem.,We need infrastructure to support rapid growth,-1,0
Homeowners taxes are a problem.,Affordable housing for low income /working families,-1,0
Homeowners taxes are a problem.,Growth needs to pay for itself.,-1,0
Homeowners taxes are a problem.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Homeowners taxes are a problem.,The police are too reactive and authoritarian.,-1,0
Homeowners taxes are a problem.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Homeowners taxes are a problem.,Embrace growth and innovation!,-1,0
Homeowners taxes are a problem.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,1
Homeowners taxes are a problem.,homeless population grows and spreads out.,-1,0
Homeowners taxes are a problem.,"privatize utilities, energy, water, etc.",-1,0
Homeowners taxes are a problem.,Code issues are hurting the city.,-1,0
Homeowners taxes are a problem.,MAKE TAXES MORE AFFORDABLE.,-1,1
Homeowners taxes are a problem.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Homeowners taxes are a problem.,WATER CONSERVATION IS A PRIORITY.,-1,0
Homeowners taxes are a problem.,QUALITY OF LIFE FOR RETIREES,-1,0
Homeowners taxes are a problem.,Police are overusing and abusing authority,-1,0
Homeowners taxes are a problem.,CRIME IS ON THE INCREASE.,-1,0
Homeowners taxes are a problem.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Homeowners taxes are a problem.,ADA COMPLIANCE IS LACKING,-1,0
Homeowners taxes are a problem.,You can't make affordable housing by subsidy.,-1,0
Homeowners taxes are a problem.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Homeowners taxes are a problem.,Better training of utility employees!!,-1,0
Homeowners taxes are a problem.,"Effective, affordable ride-share networks are critical.",-1,0
Homeowners taxes are a problem.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Homeowners taxes are a problem.,More affordable apartments for senior independent living,-1,0
Homeowners taxes are a problem.,Gentrification is out of control.,-1,0
Homeowners taxes are a problem.,We need cleaner streets/roads,-1,0
Homeowners taxes are a problem.,PROVIDE MORE GREEN SPACE,-1,0
Homeowners taxes are a problem.,The city is becoming extremely unaffordable.,-1,0
Homeowners taxes are a problem.,This city needs more motor vehicle traffic lanes!!,-1,0
All of the original residents have left and the second wave has already started to go.,Traffic congestion needs major improvement,-1,0
All of the original residents have left and the second wave has already started to go.,Austin needs better public transportation,-1,0
All of the original residents have left and the second wave has already started to go.,Austin needs more affordable housing,-1,0
All of the original residents have left and the second wave has already started to go.,security is top priority,-1,0
All of the original residents have left and the second wave has already started to go.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
All of the original residents have left and the second wave has already started to go.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
All of the original residents have left and the second wave has already started to go.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
All of the original residents have left and the second wave has already started to go.,We need to manage growth better.,-1,0
All of the original residents have left and the second wave has already started to go.,Real estate taxes are too high,-1,0
All of the original residents have left and the second wave has already started to go.,Please provide safety for cyclists.,-1,0
All of the original residents have left and the second wave has already started to go.,Utilities are too high.,-1,0
All of the original residents have left and the second wave has already started to go.,ROAD QUALITY IS POOR,-1,0
All of the original residents have left and the second wave has already started to go.,We need infrastructure to support rapid growth,-1,0
All of the original residents have left and the second wave has already started to go.,Affordable housing for low income /working families,-1,0
All of the original residents have left and the second wave has already started to go.,Growth needs to pay for itself.,-1,0
All of the original residents have left and the second wave has already started to go.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
All of the original residents have left and the second wave has already started to go.,The police are too reactive and authoritarian.,-1,0
All of the original residents have left and the second wave has already started to go.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
All of the original residents have left and the second wave has already started to go.,Embrace growth and innovation!,-1,0
All of the original residents have left and the second wave has already started to go.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
