prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
We should abandon Gmail,We should abandon Gmail,"Gmail is a powerful, effective, and affordable marketing communications tool",dev,GPT-2-LN,1,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,"Gmail is a quick way for people to stay in contact with friends and family, and it offers a convenient way of keeping in touch with those they would like to communicate with.",dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,"Gmail is a reliable, secure, and fast service",dev,GPT-2-LN-FWS,1,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail is a vital part of the modern world. there is no other way to support our email needs.,dev,GPT-2-RANK-FWS,0.714285714,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is a waste of time for no reason.,dev,GPT-2-RANK-CE,0.428571429,No,,,0
We should abandon Gmail,We should abandon Gmail,Gmail is an extremely important service,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is an important tool for businesses to use to keep in touch with their customers.,dev,GPT-2-RANK,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is an invaluable tool that can help us understand customer's expectations and anticipate their needs,dev,GPT-2-LN,0.857142857,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is the most important email client for businesses. It provides instant feedback on important changes in staff and productivity.,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail is the most important email in your inbox every day,dev,GPT-2-ALL,0.142857143,No,,,0
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail offers a reliable way for businesses to communicate with customers globally.,dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
"Gmail is a free, advertising-supported email service developed by Google. We should abandon Gmail",We should abandon Gmail,Gmail offers a very useful service for businesses,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Gmail's important functionality is its ability to help people with word processing problems - answering their emails is the easiest way to do it,dev,GPT-2-LN,0.857142857,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,Google's best solution is to make it easier to spread information to the world's citizens,dev,GPT-2-LN,0.857142857,Yes,0.714285714,Con,1
We should abandon Gmail,We should abandon Gmail,"the ""hotmail"" website should be closed down",dev,GPT-2-ALL,0.857142857,Yes,0.857142857,Neither,0
We should abandon Gmail,We should abandon Gmail,the advantages of Gmail outweigh the disadvantages,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,the benefits of being in a 'social media' community far outweigh the costs,dev,GPT-2-LN,1,Yes,1,Neither,0
We should abandon Gmail,We should abandon Gmail,the benefits of using a mobile device are numerous,dev,GPT-2-LN,1,Yes,1,Neither,0
We should abandon Gmail,We should abandon Gmail,the Gmail address bar is a valuable tool that can help people in securing their inboxes,dev,GPT-2-LN,0.714285714,Yes,0.857142857,Con,1
We should abandon Gmail,We should abandon Gmail,the Gmail app does more harm than good,dev,GPT-2-LN,1,Yes,0.857142857,Pro,1
We should abandon Gmail,We should abandon Gmail,the Gmail service is a good alternative to the Hotmail and AOL Instant Messenger platforms,dev,GPT-2-LN,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,the Gmail service is a great tool for managing these [email addresses] in a professional manner,dev,GPT-2-ALL,1,Yes,0.857142857,Con,1
We should abandon Gmail,We should abandon Gmail,the growth of the community Gmail addressbook market offers significant opportunities for the future growth of the market,dev,GPT-2-LN-FWS,0.428571429,No,,,0
We should abandon Gmail,We should abandon Gmail,the use of the new Gmail app is making the lives of many people more cramped and unhappy,dev,GPT-2-LN-FWS,0.142857143,No,,,0
We should abandon Gmail,We should abandon Gmail,the use of tools such as Gmail and web chat is an indispensable component of our overall marketing strategy,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon Gmail,We should abandon Gmail,"We should abandon Gmail as it does not provide any real benefit to the user. For one thing, there is no consistent manner in which the information is entered which makes it confusing for a user.",dev,GPT-2-RANK,0.142857143,No,,,0
We should abandon motorcycles,We should abandon motorcycles,a bicycle is a viable alternative to a car,test,GPT-2-LN-FWS,0.857142857,Yes,1,Neither,0
We should abandon motorcycles,We should abandon motorcycles,motorcycle use is linked to an increased risk of death on the roads,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should abandon motorcycles,We should abandon motorcycles,motorcycle use is linked to more than a dozen serious health problems,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should abandon motorcycles,We should abandon motorcycles,motorcycles are a better form of transportation and can be had more reliable than a regular car or plane. they also allow the disabled to use them safely and not be dependent on the government for transportation.,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should abandon motorcycles,We should abandon motorcycles,motorcycles are a more efficient form of transportation and can make transportation more efficient,test,GPT-2-RANK,0.285714286,No,,,0
We should abandon motorcycles,We should abandon motorcycles,"motorcycles are a safer form of transportation because they cut down on human error and can't drink and drive, and are usually well maintained and equipped.",test,GPT-2-RANK,0.142857143,No,,,0
We should abandon motorcycles,We should abandon motorcycles,motorcycles are dangerous and we should ban them,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should abandon motorcycles,We should abandon motorcycles,motorcycles have a negative impact on the environment,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should abandon motorcycles,We should abandon motorcycles,the benefits of a motorcycle lifestyle outweighed the drawbacks,test,GPT-2-LN-FWS,0.285714286,No,,,0
We should abandon motorcycles,We should abandon motorcycles,the motorcycle ban violates the constitution,test,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should abandon motorcycles,We should abandon motorcycles,the motorcycle has become a viable and popular alternative to conventional vehicles,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should abandon motorcycles,We should abandon motorcycles,we should abandon motorcycles because their use is so dangerous and the amount of accidents they cause is so great that it should be abandoned.,test,GPT-2-RANK,0.428571429,No,,,0
We should abandon motorcycles,We should abandon motorcycles,we should abandon motorcycles because they are a dangerous weapon which can injure or even kill people.,test,GPT-2-RANK,0.571428571,No,,,0
We should abandon motorcycles,We should abandon motorcycles,we should abandon motorcycles because they cause too much accidents and are a distraction to law enforcement,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should abandon speed limit enforcement,We should abandon speed limit enforcement,speed limit enforcement keeps our highways safe by keeping dangerous drivers from getting out of their cars and increasing the number of fatalities due to human errors,test,GPT-2-RANK,0.428571429,No,,,0
We should abandon speed limit enforcement,We should abandon speed limit enforcement,speed limits and enforcement are not effective in reducing crashes,test,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
We should abandon speed limit enforcement,We should abandon speed limit enforcement,speed limits are a great deterrent for dangerous situations.,test,GPT-2-RANK,0.714285714,Yes,1,Con,1
We should abandon speed limit enforcement,We should abandon speed limit enforcement,speed limits are a powerful crime deterrent and can help keep our communities safe by preventing crimes from happening.,test,GPT-2-RANK,0.142857143,No,,,0
We should abandon speed limit enforcement,We should abandon speed limit enforcement,"speed limits are a useful tool in enforcing the speed of vehicles, allowing the vehicles to be moved if needed, and allowing the vehicles to react appropriately when the human factor has failed.",test,GPT-2-RANK,0.714285714,Yes,1,Con,1
We should abandon speed limit enforcement,We should abandon speed limit enforcement,"speed limits are damaging to our economy and health, and driving a wedge between our country and much of the world",test,GPT-2-LN-FWS,0.285714286,No,,,0
We should abandon speed limit enforcement,We should abandon speed limit enforcement,Speed limits are designed to help reduce road fatalities,test,GPT-2-LN-FWS,1,Yes,1,Con,1
