Label (-/P/C/?) ,Concept,Category/List Page Title,URL
P,Communism,Category:Communist_Party_of_Canada_candidates_in_the_1979_Canadian_federal_election,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Canada_candidates_in_the_1979_Canadian_federal_election
P,Communism,Category:Communist_Party_of_Canada_candidates_in_the_1984_Canadian_federal_election,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Canada_candidates_in_the_1984_Canadian_federal_election
P,Communism,Category:Communist_Party_of_Canada_candidates_in_the_2000_Canadian_federal_election,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Canada_candidates_in_the_2000_Canadian_federal_election
P,Communism,Category:Communist_Party_of_Chile_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Chile_politicians
P,Communism,Category:Communist_Party_of_China_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians
P,Communism,Category:Communist_Party_of_China_politicians_from_Anhui,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Anhui
P,Communism,Category:Communist_Party_of_China_politicians_from_Beijing,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Beijing
P,Communism,Category:Communist_Party_of_China_politicians_from_Chongqing,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Chongqing
P,Communism,Category:Communist_Party_of_China_politicians_from_Fujian,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Fujian
P,Communism,Category:Communist_Party_of_China_politicians_from_Guangdong,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Guangdong
P,Communism,Category:Communist_Party_of_China_politicians_from_Guangxi,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Guangxi
P,Communism,Category:Communist_Party_of_China_politicians_from_Hebei,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Hebei
P,Communism,Category:Communist_Party_of_China_politicians_from_Heilongjiang,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Heilongjiang
P,Communism,Category:Communist_Party_of_China_politicians_from_Henan,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Henan
P,Communism,Category:Communist_Party_of_China_politicians_from_Hubei,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Hubei
P,Communism,Category:Communist_Party_of_China_politicians_from_Hunan,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Hunan
P,Communism,Category:Communist_Party_of_China_politicians_from_Inner_Mongolia,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Inner_Mongolia
P,Communism,Category:Communist_Party_of_China_politicians_from_Jiangsu,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Jiangsu
P,Communism,Category:Communist_Party_of_China_politicians_from_Jiangxi,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Jiangxi
P,Communism,Category:Communist_Party_of_China_politicians_from_Jilin,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Jilin
P,Communism,Category:Communist_Party_of_China_politicians_from_Liaoning,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Liaoning
P,Communism,Category:Communist_Party_of_China_politicians_from_Shaanxi,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Shaanxi
P,Communism,Category:Communist_Party_of_China_politicians_from_Shandong,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Shandong
P,Communism,Category:Communist_Party_of_China_politicians_from_Shanghai,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Shanghai
P,Communism,Category:Communist_Party_of_China_politicians_from_Shanxi,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Shanxi
P,Communism,Category:Communist_Party_of_China_politicians_from_Sichuan,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Sichuan
P,Communism,Category:Communist_Party_of_China_politicians_from_Tianjin,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Tianjin
P,Communism,Category:Communist_Party_of_China_politicians_from_Tibet,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Tibet
P,Communism,Category:Communist_Party_of_China_politicians_from_Zhejiang,https://en.wikipedia.org/wiki/Category:Communist_Party_of_China_politicians_from_Zhejiang
P,Communism,Category:Communist_Party_of_Cuba_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Cuba_politicians
P,Communism,Category:Communist_Party_of_Czechoslovakia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Czechoslovakia_politicians
P,Communism,Category:Communist_Party_of_Denmark_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Denmark_politicians
P,Communism,Category:Communist_Party_of_Estonia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Estonia_politicians
P,Communism,Category:Communist_Party_of_Finland_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Finland_politicians
P,Communism,Category:Communist_Party_of_Germany_(Opposition)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Germany_(Opposition)_politicians
P,Communism,Category:Communist_Party_of_Germany_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Germany_politicians
P,Communism,Category:Communist_Party_of_Great_Britain_members,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Great_Britain_members
P,Communism,Category:Communist_Party_of_Great_Britain_MPs,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Great_Britain_MPs
P,Communism,Category:Communist_Party_of_Greece_MEPs,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Greece_MEPs
P,Communism,Category:Communist_Party_of_Greece_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Greece_politicians
P,Communism,"Category:Communist_Party_of_India_(Marxist)_candidates_in_the_Indian_general_election,_2014","https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_candidates_in_the_Indian_general_election,_2014"
P,Communism,Category:Communist_Party_of_India_(Marxist)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_politicians
P,Communism,Category:Communist_Party_of_India_(Marxist)_politicians_from_Tamil_Nadu,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_politicians_from_Tamil_Nadu
P,Communism,Category:Communist_Party_of_India_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_politicians
P,Communism,Category:Communist_Party_of_India_politicians_from_Kerala,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_politicians_from_Kerala
P,Communism,Category:Communist_Party_of_India_politicians_from_Punjab,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_politicians_from_Punjab
P,Communism,Category:Communist_Party_of_India_politicians_from_Tamil_Nadu,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_politicians_from_Tamil_Nadu
P,Communism,Category:Communist_Party_of_India_politicians_from_West_Bengal,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_politicians_from_West_Bengal
P,Communism,Category:Communist_Party_of_Kampuchea_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Kampuchea_politicians
P,Communism,Category:Communist_Party_of_Kazakhstan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Kazakhstan_politicians
P,Communism,Category:Communist_Party_of_Kirghizia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Kirghizia_politicians
P,Communism,Category:Communist_Party_of_Latvia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Latvia_politicians
P,Communism,Category:Communist_Party_of_Moldova_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Moldova_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Fourth_Convention)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Fourth_Convention)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Marxist%E2%80%93Leninist)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Marxist%E2%80%93Leninist)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Masal)_(historical)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Masal)_(historical)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(original)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(original)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Pushpa_Lal)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Pushpa_Lal)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Unified_Marxist%E2%80%93Leninist)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Unified_Marxist%E2%80%93Leninist)_politicians
P,Communism,Category:Communist_Party_of_Nepal_(Unity_Centre)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Nepal_(Unity_Centre)_politicians
P,Communism,Category:Communist_Party_of_Norway_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Norway_politicians
P,Communism,Category:Communist_Party_of_Pakistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Pakistan_politicians
P,Communism,Category:Communist_Party_of_Poland_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Poland_politicians
P,Communism,Category:Communist_Party_of_Spain_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Spain_politicians
P,Communism,Category:Communist_Party_of_Sri_Lanka_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Sri_Lanka_politicians
P,Communism,Category:Communist_Party_of_Tajikistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Tajikistan_politicians
P,Communism,Category:Communist_Party_of_Thailand_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Thailand_politicians
P,Communism,Category:Communist_Party_of_the_Netherlands_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_the_Netherlands_politicians
P,Communism,Category:Communist_Party_of_the_Russian_Federation_members,https://en.wikipedia.org/wiki/Category:Communist_Party_of_the_Russian_Federation_members
P,Communism,Category:Communist_Party_of_the_Soviet_Union_members,https://en.wikipedia.org/wiki/Category:Communist_Party_of_the_Soviet_Union_members
P,Communism,Category:Communist_Party_of_the_Soviet_Union_rank-and-file,https://en.wikipedia.org/wiki/Category:Communist_Party_of_the_Soviet_Union_rank-and-file
P,Communism,Category:Communist_Party_of_Turkey_(historical)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Turkey_(historical)_politicians
P,Communism,Category:Communist_Party_of_Turkmenistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Turkmenistan_politicians
P,Communism,Category:Communist_Party_of_Ukraine_(Soviet_Union)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Ukraine_(Soviet_Union)_politicians
P,Communism,Category:Communist_Party_of_Ukraine_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Ukraine_politicians
P,Communism,Category:Communist_Party_of_Uzbekistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Uzbekistan_politicians
P,Communism,Category:Communist_Party_of_Venezuela_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Venezuela_politicians
P,Communism,Category:Communist_Party_of_Vietnam_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Vietnam_politicians
P,Communism,Category:Communist_Party_USA_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_USA_politicians
P,Communism,Category:Communist_poets,https://en.wikipedia.org/wiki/Category:Communist_poets
P,Communism,Category:Communist_Refoundation_Party_MEPs,https://en.wikipedia.org/wiki/Category:Communist_Refoundation_Party_MEPs
P,Communism,Category:Communist_Refoundation_Party_politicians,https://en.wikipedia.org/wiki/Category:Communist_Refoundation_Party_politicians
P,Communism,Category:Communist_rulers,https://en.wikipedia.org/wiki/Category:Communist_rulers
P,Communism,Category:Communist_rulers_of_Afghanistan,https://en.wikipedia.org/wiki/Category:Communist_rulers_of_Afghanistan
P,Communism,Category:Communist_University_of_the_Toilers_of_the_East_alumni,https://en.wikipedia.org/wiki/Category:Communist_University_of_the_Toilers_of_the_East_alumni
P,Communism,Category:Communist_women_writers,https://en.wikipedia.org/wiki/Category:Communist_women_writers
P,Communism,Category:Communist_Workers'_Party_of_Germany_politicians,https://en.wikipedia.org/wiki/Category:Communist_Workers'_Party_of_Germany_politicians
P,Communism,Category:Communist_writers,https://en.wikipedia.org/wiki/Category:Communist_writers
P,Communism,Category:Communists,https://en.wikipedia.org/wiki/Category:Communists
P,Communism,Category:Communists_from_Georgia_(country),https://en.wikipedia.org/wiki/Category:Communists_from_Georgia_(country)
P,Communism,Category:Communists_from_Northern_Ireland,https://en.wikipedia.org/wiki/Category:Communists_from_Northern_Ireland
P,Communism,Category:Communists_in_the_German_Resistance,https://en.wikipedia.org/wiki/Category:Communists_in_the_German_Resistance
-,Communism,Category:Conservative_Revolutionary_movement,https://en.wikipedia.org/wiki/Category:Conservative_Revolutionary_movement
-,Communism,Category:Council_communism,https://en.wikipedia.org/wiki/Category:Council_communism
P,Communism,Category:Croatian_communists,https://en.wikipedia.org/wiki/Category:Croatian_communists
-,Communism,Category:Crown_Prince_Party,https://en.wikipedia.org/wiki/Category:Crown_Prince_Party
C,Communism,Category:Cuban_anti-communists,https://en.wikipedia.org/wiki/Category:Cuban_anti-communists
P,Communism,Category:Cuban_communists,https://en.wikipedia.org/wiki/Category:Cuban_communists
C,Communism,Category:Cursed_soldiers,https://en.wikipedia.org/wiki/Category:Cursed_soldiers
C,Communism,Category:Czech_anti-communists,https://en.wikipedia.org/wiki/Category:Czech_anti-communists
P,Communism,Category:Czech_communists,https://en.wikipedia.org/wiki/Category:Czech_communists
P,Communism,Category:Czechoslovak_communists,https://en.wikipedia.org/wiki/Category:Czechoslovak_communists
?,Communism,Category:Czechoslovak_Socialist_Republic_rehabilitations,https://en.wikipedia.org/wiki/Category:Czechoslovak_Socialist_Republic_rehabilitations
C,Communism,Category:Danish_anti-communists,https://en.wikipedia.org/wiki/Category:Danish_anti-communists
P,Communism,Category:Danish_communists,https://en.wikipedia.org/wiki/Category:Danish_communists
P,Communism,Category:Democratic_Front_for_the_Liberation_of_Palestine_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Front_for_the_Liberation_of_Palestine_politicians
C,Communism,Category:Democratic_Labor_Party_(historical)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Labor_Party_(historical)_politicians
C,Communism,Category:Democratic_Republic_of_the_Congo_anti-communists,https://en.wikipedia.org/wiki/Category:Democratic_Republic_of_the_Congo_anti-communists
C,Communism,Category:Dutch_anti-communists,https://en.wikipedia.org/wiki/Category:Dutch_anti-communists
P,Communism,Category:Dutch_communists,https://en.wikipedia.org/wiki/Category:Dutch_communists
C,Communism,Category:Dutch_fascists,https://en.wikipedia.org/wiki/Category:Dutch_fascists
P,Communism,Category:Egyptian_communists,https://en.wikipedia.org/wiki/Category:Egyptian_communists
C,Communism,Category:English_anti-communists,https://en.wikipedia.org/wiki/Category:English_anti-communists
P,Communism,Category:English_communists,https://en.wikipedia.org/wiki/Category:English_communists
